,Title,Graphs,Memory,OS,Processor,Storage,app_id,Original Price,Developer,Publisher,Genre,Release Date,User Tags,All Time Reception,Total Count of Reviews,Rating,Best Rating,Worst Rating
90,Balatro," OpenGL 2.1 compatible graphics card, integrated graphics", 1 GB RAM,1, Intel Core i3, 150 MB available space,2379780,"₩ 3,400",LocalThunk,Playstack,Casual,"20 Feb, 2024","['Roguelike Deckbuilder', 'Card Game', 'Roguelike', 'Deckbuilding', 'Singleplayer', 'Strategy', 'Card Battler', 'Turn-Based', 'Replay Value', 'Pixel Graphics', 'Choices Matter', 'Roguelite', 'Casual', 'Turn-Based Strategy', 'Difficult', '2D', 'Arcade', 'Relaxing', 'Simulation', 'Procedural Generation']",Overwhelmingly Positive,53390,10,10,1
91,DJMAX RESPECT V - V LIBERTY PACK, Nvidia® GTX 460 or AMD HD 5850 or better, 4 GB RAM,1, Intel Core 2 Duo E8400 3.0GHz AMD Athlon 64 X2 6000+ 3.0GHz, 100 GB available space,3038800,"₩ 29,800",NEOWIZ,NEOWIZ,Action,"26 Jun, 2024","['Rhythm', 'Casual', 'Action', 'Music', 'Sports', 'Anime', 'Multiplayer', 'Singleplayer', 'Competitive', 'Arcade', '2D', 'Early Access', 'Cute', 'Pixel Graphics', '3D', 'Fantasy', 'Difficult', 'PvP', 'PvE', 'Great Soundtrack']",Mostly Positive,395,7,10,1
92,ZERO Sievert, Integrated GPU, 4 GB RAM, Windows 10, Intel Core 2 Duo E8400, 300 MB available space,1782120,"₩ 21,500",CABO Studio,Modern Wolf,Action,"23 Oct, 2024","['Extraction Shooter', 'Survival', 'Looter Shooter', 'Post-apocalyptic', 'Top-Down', 'Shooter', 'Action', 'Open World', 'Pixel Graphics', 'Indie', 'Singleplayer', 'Adventure', 'Early Access', 'Simulation', 'Loot', 'Exploration', 'Strategy', 'Atmospheric', 'Survival Horror', 'Base Building']",Very Positive,10723,9,10,1
93,Age of Empires II: Definitive Edition, NVIDIA® GeForce® GT 420 or ATI™ Radeon™ HD 6850 or Intel® HD Graphics 4000 or better with 2 GB VRAM, 4 GB RAM, Windows 10 64bit, Intel Core 2 Duo or AMD Athlon 64x2 5600+, 15 GB available space,813780,"₩ 36,500",Forgotten Empires,Xbox Game Studios,Strategy,"14 Nov, 2019","['Strategy', 'RTS', 'City Builder', 'Multiplayer', 'Base Building', 'Historical', 'Singleplayer', 'Medieval', 'Resource Management', 'Classic', 'Tactical', 'Real-Time', 'Co-op', 'Remake', 'Isometric', '2D', 'Replay Value', 'Action', 'Adventure', 'Great Soundtrack']",Very Positive,133876,9,10,1
94,EA SPORTS FC™ 25, AMD RX 570 or Nvidia GTX 1050 Ti, 8 GB RAM, Windows 10 - 64-Bit (Latest Update), AMD Ryzen 5 1600 or Intel Core i5 6600k, 100 GB available space,2669320,"₩ 1,500",EA Canada & EA Romania,Electronic Arts,Simulation,"26 Sep, 2024","['Sports', 'Simulation', 'Controller', 'Football (Soccer)', 'Multiplayer', 'eSports', 'Competitive', 'Local Co-Op', 'Family Friendly', 'Online Co-Op', 'Local Multiplayer', 'Singleplayer', 'Modern', 'PvP', 'Realistic', 'Soundtrack', 'Co-op', 'LGBTQ+', 'Free to Play', 'Split Screen']",N/A,23703,6,10,1
95,Dying Light 2 Stay Human: Reloaded Edition, NVIDIA® GeForce® GTX 1050 Ti / AMD Radeon™ RX 560 (4GB VRAM), 8 GB RAM,1, Intel Core i3-9100 / AMD Ryzen 3 2300X, 60 GB available space,534380,"₩ 56,000",Techland,Techland,Action,"3 Feb, 2022","['Open World', 'Co-op', 'Zombies', 'Parkour', 'Multiplayer', 'Horror', 'Combat', 'Gore', 'Exploration', 'Post-apocalyptic', 'First-Person', 'Survival', 'Singleplayer', 'Action RPG', 'Action', 'Adventure', 'Action-Adventure', 'Violent', 'Multiple Endings', 'Choices Matter']",Very Positive,134161,7,10,1
96,Chrono Ark,1,1,1,1,1,1188930,"₩ 16,020",Al Fine,Al Fine,Adventure,"2 May, 2024","['Roguelike Deckbuilder', 'Anime', 'RPG', 'Strategy', 'Indie', 'Adventure', 'Roguelite', 'Card Game', 'Female Protagonist', 'Party-Based RPG', 'Card Battler', 'Roguelike', 'Difficult', 'Turn-Based Combat', 'Cute', 'Singleplayer', 'Story Rich', 'Turn-Based', 'Deckbuilding', 'Early Access']",Very Positive,10018,9,10,1
97,House Flipper, GeForce GTX 560 / AMD R7-260X, 4 GB RAM,1," Intel Core i3 3,20GHz / AMD Phenom II X4 955 3,2 GHz", 6 GB available space,613100,"₩ 49,320",Empyrean,Frozen District,Indie,"17 May, 2018","['Simulation', 'Design & Illustration', 'Building', 'Singleplayer', 'Relaxing', 'Sandbox', 'Casual', 'Immersive Sim', 'Education', 'Management', 'First-Person', 'Economy', 'Family Friendly', 'Base Building', 'Replay Value', '3D', 'Realistic', 'Multiplayer', 'Indie', 'Moddable']",Overwhelmingly Positive,79259,9,10,1
98,World of Warships," 1920×1080; NVIDIA® GeForce® GTX 770, AMD Radeon™ RX 570 ; 2GB VRAM", 6 GB RAM,1," Intel® Core™ i3-3210 3.2 GHz,  AMD Athlon™ X4 970 Quad Core Processor 3,8 GHz", 61 GB available space,552990,Free To Play,Wargaming Group Limited,Wargaming Group Limited,Action,"15 Nov, 2017","['Naval Combat', 'Free to Play', 'Naval', 'World War II', 'Massively Multiplayer', 'Multiplayer', 'Action', 'PvP', 'Tactical', 'Historical', 'Military', 'Online Co-Op', 'Team-Based', 'Simulation', 'Realistic', 'Shooter', 'PvE', 'War', 'Third-Person Shooter', 'Co-op']",Mostly Positive,144294,7,10,1
99,Call of Duty®: Black Ops 6," AMD Radeon™ RX 470, NVIDIA® GeForce® GTX 960 or Intel® Arc™ A580", 8 GB RAM, Windows®  10 64 Bit (latest update), AMD Ryzen™ 5 1400 or Intel® Core™ i5-6600,1,2933620,"₩ 125,000",Treyarch,Activision,Action,"24 Oct, 2024","['Action', 'Multiplayer', 'Shooter', 'FPS', 'Singleplayer', 'First-Person', 'Military', 'PvP', 'War', 'Capitalism', 'Violent', 'Story Rich', 'Co-op', 'Gore', 'Realistic', 'PvE', 'Online Co-Op', 'Romance', 'Open World', 'Co-op Campaign']",N/A,7370,6,10,1
100,Ghost of Tsushima DIRECTOR'S CUT, NVIDIA GeForce GTX 960 or AMD Radeon RX 5500 XT, 8 GB RAM, Windows 10 64-bit, Intel Core i3-7100 or AMD Ryzen 3 1200, 75 GB available space,2215430,"₩ 62,800",Sucker Punch Productions,PlayStation Publishing LLC,Action,"16 May, 2024","['Action', 'Open World', 'Adventure', 'Singleplayer', 'Story Rich', 'Stealth', 'Combat', 'Third Person', 'Ninja', 'Action-Adventure', 'Action RPG', 'Souls-like', 'Gore', 'Multiplayer', 'Atmospheric', 'Historical', 'Violent', 'Exploration', 'Online Co-Op', 'Co-op']",Overwhelmingly Positive,31276,9,10,1
101,Grounded, Nvidia GTX 650 Ti, 4 GB RAM, Windows 10 64bit, Intel Core i3-3225, 8 GB available space,962130,"₩ 5,250",Obsidian Entertainment,Xbox Game Studios,Action,"27 Sep, 2022","['Survival', 'Multiplayer', 'Open World Survival Craft', 'Co-op', 'Base Building', 'Crafting', 'Adventure', 'Open World', 'Horror', 'Online Co-Op', 'Exploration', 'Action', 'Sandbox', 'First-Person', 'Singleplayer', 'RPG', 'Third Person', 'Cute', 'Funny', 'Early Access']",Very Positive,60546,9,10,1
102,Apex Legends™," AMD Radeon™ HD 7730, NVIDIA GeForce® GT 640", 6 GB RAM, 64-bit Windows 10," AMD FX 4350 or Equivalent, Intel Core i3 6300 or Equivalent", 75 GB available space,1172470,Free To Play,Respawn,Electronic Arts,Action,"4 Nov, 2020","['Free to Play', 'Battle Royale', 'Multiplayer', 'FPS', 'Shooter', 'First-Person', 'PvP', 'Action', 'Hero Shooter', 'Team-Based', 'Tactical', 'Sci-fi', 'Survival', 'Loot', 'Character Customization', 'Co-op', 'Funny', 'Lore-Rich', 'Cyberpunk', 'Cinematic']",N/A,965211,6,10,1
103,American Truck Simulator, NVIDIA GeForce GTX 660 or AMD Radeon RX 460 or Intel HD 630 (2GB VRAM), 8 GB RAM, Windows  10 64-bit, Intel Core i5-6400 or AMD Ryzen 3 1200 or similar, 25 GB available space,270880,"₩ 157,760",SCS Software,SCS Software,Indie,"2 Feb, 2016","['Automobile Sim', 'Driving', 'Open World', 'Transportation', 'Simulation', 'America', 'Realistic', 'Moddable', 'Relaxing', 'Exploration', 'Economy', 'Management', 'Atmospheric', 'Immersive Sim', 'Multiplayer', 'Singleplayer', 'Adventure', 'Casual', 'Family Friendly', 'Level Editor']",Overwhelmingly Positive,134333,10,10,1
104,ASTRONEER, Discrete Non Mobile GPU with 1 GB Ram, 4 GB RAM,1," X64 Dual Core CPU, 2+ GHz", 2 GB available space,361420,"₩ 73,040",System Era Softworks,System Era Softworks,Adventure,"16 Dec, 2016","['Multiplayer', 'Open World', 'Open World Survival Craft', 'Space', 'Survival', 'Exploration', 'Base Building', 'Co-op', 'Sandbox', 'Adventure', 'Building', 'Crafting', 'Sci-fi', 'Automation', 'Singleplayer', 'Colorful', 'Third Person', 'Atmospheric', 'Simulation', 'Indie']",Very Positive,105456,9,10,1
105,The Binding of Isaac: Afterbirth,1, 2 GB RAM, 7, i3, 500 MB available space,401920,"₩ 11,500","Nicalis, Inc.",Binding of Isaac,Action,"30 Oct, 2015","['Action Roguelike', 'Replay Value', 'Difficult', 'Indie', 'Great Soundtrack', 'Dungeon Crawler', 'Roguelike', 'Singleplayer', 'Action', 'Dark', 'Adventure', 'Roguelite', 'Pixel Graphics', 'Gore', 'Survival', 'Co-op', '2D', 'Atmospheric', 'Procedural Generation', 'Horror']",Very Positive,7025,9,10,1
106,SANABI, Nvidia 450 GTS / Radeon HD 5750, 4 GB RAM,1, Dual core from Intel or AMD at 2.8 GHz, 1 GB available space,1562700,"₩ 5,040",WONDER POTION,NEOWIZ,Action,"8 Nov, 2023","['Pixel Graphics', 'Action', 'Story Rich', 'Cyberpunk', 'Adventure', '2D Platformer', 'Action-Adventure', 'Singleplayer', '2D', 'Platformer', 'Indie', 'Retro', 'Difficult', 'Side Scroller', 'Atmospheric', 'Great Soundtrack', 'Precision Platformer', 'Linear', 'Sci-fi', 'Dystopian']",Overwhelmingly Positive,29035,10,10,1
107,Total War: THREE KINGDOMS, GTX 650 Ti 1GB|HD 7850 1GB|Intel UHD Graphics 620, 4 GB RAM,1, Intel Core 2 Duo 3.00Ghz, 60 GB available space,779340,"₩ 43,000",CREATIVE ASSEMBLY,SEGA,Action,"23 May, 2019","['Strategy', 'Historical', 'War', 'Turn-Based Strategy', 'Grand Strategy', 'RTS', 'Military', 'Multiplayer', 'Tactical', 'Singleplayer', 'Real Time Tactics', 'Action', 'Turn-Based', 'Great Soundtrack', 'Co-op', 'Simulation', 'Sandbox', 'Violent', 'Fantasy', 'Destruction']",Very Positive,58148,9,10,1
108,Rise of the Tomb Raider™, NVIDIA GTX 650 2GB or AMD HD7770 2GB, 6 GB RAM,1, Intel Core i3-2100 or AMD equivalent, 25 GB available space,391220,"₩ 22,880",Crystal Dynamics,Crystal Dynamics,Action,"9 Feb, 2016","['Adventure', 'Action', 'Female Protagonist', 'Singleplayer', 'Third Person', 'Exploration', 'Open World', 'Action-Adventure', 'Story Rich', 'Survival', 'Puzzle', 'Stealth', 'Atmospheric', 'Third-Person Shooter', 'Parkour', 'Shooter', 'RPG', 'Multiplayer', 'Great Soundtrack', 'Quick-Time Events']",Very Positive,105670,9,10,1
109,Six Days in Fallujah, Nvidia GTX 1060 (6GB) or AMD 580 (6GB), 12 GB RAM, Windows 10, Intel i5 7th generation or AMD Ryzen 5-2600, 22 GB available space,1548850,"₩ 43,000",Highwire Games,Victura,Action,"22 Jun, 2023","['Early Access', 'Tactical', 'Realistic', 'FPS', 'Military', 'Survival Horror', 'Co-op', 'Singleplayer', 'Stealth', 'Team-Based', 'Multiplayer', 'Shooter', 'Simulation', 'War', 'Online Co-Op', 'Horror', 'First-Person', 'Historical', 'Wargame', 'PvE']",Mostly Positive,10292,9,10,1
110,Stellaris," Nvidia® GeForce™ GTX 460 or AMD® ATI Radeon™ HD 5870  (1GB VRAM), or AMD® Radeon™  RX Vega 11 or Intel® HD Graphics 4600", 4 GB RAM, Windows® 10 Home 64 Bit, Intel® iCore™ i3-530 or AMD® FX-6350, 10 GB available space,281990,"₩ 244,240",Paradox Development Studio,Paradox Interactive,Simulation,"9 May, 2016","['Space', 'Grand Strategy', 'Strategy', 'Sci-fi', '4X', 'Exploration', 'Sandbox', 'Simulation', 'Multiplayer', 'Singleplayer', 'Real-Time with Pause', 'Moddable', 'Diplomacy', 'Management', 'Military', 'Futuristic', 'Replay Value', 'Great Soundtrack', 'Procedural Generation', 'Atmospheric']",Very Positive,121062,9,10,1
111,Assetto Corsa Competizione," GeForce GTX 750 4GB, Radeon RX 460 4GB", 4 GB RAM, Windows 10 x64 20H2 (October 2020 Update), Intel Core i5-4460 or AMD FX-8120, 50 GB available space,805550,"₩ 92,500",Kunos Simulazioni,505 Games,Racing,"29 May, 2019","['Racing', 'Automobile Sim', 'Simulation', 'Multiplayer', 'VR', 'Driving', 'Realistic', 'Sports', 'Singleplayer', 'Controller', 'Open World', 'eSports', 'Early Access', 'First-Person', 'Online Co-Op', 'Competitive', 'Atmospheric', 'Moddable', 'Difficult', 'PvP']",Very Positive,24168,9,10,1
112,World War Z, AMD R7-240 / GForce 650Ti / Intel 630, 8 GB RAM,1, AMD A10-5700 / Intel Core i3-3220, 50 GB available space,699130,"₩ 60,960",Saber Interactive Inc,Saber Interactive Inc,Action,"21 Sep, 2021","['Zombies', 'Multiplayer', 'Online Co-Op', 'Action', 'Co-op', 'Singleplayer', 'Shooter', 'Third-Person Shooter', 'PvE', 'FPS', 'Survival Horror', 'Gore', 'Gun Customization', 'Post-apocalyptic', 'Character Customization', 'First-Person', 'Violent', 'Third Person', 'Combat', 'Horror']",Mostly Positive,16911,9,10,1
113,UNCHARTED™: Legacy of Thieves Collection," NVIDIA GTX 960 (4 GB), AMD R9 290X (4 GB)", 8 GB RAM, Windows 10 64-bit," Intel i5-4430, AMD Ryzen 3 1200", 126 GB available space,1659420,"₩ 52,800",Naughty Dog LLC,PlayStation Publishing LLC,Adventure,"19 Oct, 2022","['Adventure', 'Action-Adventure', 'Story Rich', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'Puzzle', 'Action', 'Multiplayer', 'Exploration', 'Controller', 'Shooter', 'Cinematic', 'Parkour', 'Stealth', 'Atmospheric', 'Female Protagonist', 'Combat', 'Funny', 'Platformer']",Very Positive,15418,9,10,1
114,Dragon Age™: The Veilguard, NVIDIA GTX 970/1650 / AMD Radeon R9 290X, 16 GB RAM, 64 bit Windows 10/11, Intel Core i5-8400 / AMD Ryzen 3 3300X* (see notes), 100 GB available space,1845910,"₩ 66,000",BioWare,Electronic Arts,Action,"31 Oct, 2024","['LGBTQ+', 'Fantasy', 'Singleplayer', 'RPG', 'Strategy', 'Politics', 'CRPG', 'Action RPG', 'Turn-Based Tactics', 'Character Customization', 'Action', 'Third Person', 'Adventure', 'Romance', 'Dragons', 'Magic', 'Story Rich', 'Multiple Endings', 'Lore-Rich', 'Choices Matter']",Mostly Positive,25414,7,10,1
115,LOCKDOWN Protocol, GTX 1050, 2 GB RAM, Windows 10," Intel i3-4150, Ryzen 3 1200", 2 GB available space,2780980,"₩ 11,000",Mirage Creative Lab,Mirage Creative Lab,Action,"22 Jul, 2024","['Early Access', 'Multiplayer', 'Social Deduction', 'Conversation', 'Action', 'Space', 'Casual', 'Investigation', 'Sci-fi', 'First-Person', 'FPS', 'Real Time Tactics', 'Puzzle', 'PvP', 'Team-Based', 'Perma Death', '3D', 'Strategy', 'Cute', 'Stylized']",Very Positive,6550,9,10,1
116,Satisfactory," Nvidia GTX 1650/GTX 1050-ti, or AMD RX 470/RX 570, or equivalent performance & VRAM", 8 GB RAM, Windows 10 or later (64-Bit), i5-3570 3.4 GHz 4 Core, 20 GB available space,526870,"₩ 7,120",Coffee Stain Studios,Coffee Stain Publishing,Adventure,"10 Sep, 2024","['Base Building', 'Automation', 'Open World', 'Multiplayer', 'Crafting', 'Co-op', 'Resource Management', 'Building', 'Sandbox', 'Exploration', 'Adventure', 'Open World Survival Craft', 'Survival', 'Simulation', 'First-Person', 'Strategy', 'Early Access', 'Singleplayer', 'Sci-fi', 'Indie']",Overwhelmingly Positive,170296,10,10,1
117,Black Myth: Wukong, NVIDIA GeForce GTX 1060 6GB / AMD Radeon RX 580 8GB, 16 GB RAM, Windows 10 64-bit, Intel Core i5-8400 / AMD Ryzen 5 1600, 130 GB available space,2358720,"₩ 64,800",Game Science,Game Science,Action,"19 Aug, 2024","['Mythology', 'Action RPG', 'Action', 'Souls-like', 'RPG', 'Combat', 'Story Rich', 'Singleplayer', 'Drama', 'Action-Adventure', 'Dark Fantasy', 'Atmospheric', 'Adventure', '3D', 'Fantasy', 'Hack and Slash', 'Third Person', 'Difficult', 'Music', 'Violent']",Overwhelmingly Positive,738568,10,10,1
118,God of War, NVIDIA GTX 960 (4 GB) or AMD R9 290X (4 GB), 8 GB RAM, Windows 10 64-bit, Intel i5-2500k (4 core 3.3 GHz) or AMD Ryzen 3 1200 (4 core 3.1 GHz), 70 GB available space,1593500,"₩ 52,800",Santa Monica Studio,PlayStation Publishing LLC,Action,"14 Jan, 2022","['Action', 'Singleplayer', 'Story Rich', 'Adventure', 'Mythology', 'Combat', 'Third Person', 'RPG', 'Hack and Slash', 'Violent', 'Open World', 'Fantasy', 'Exploration', 'Atmospheric', 'Gore', 'Action RPG', 'Souls-like', 'Emotional', '3D', 'PvE']",Very Positive,102386,10,10,1
119,F1® 24, NVIDIA GTX 1060 (6GB) | GTX 1660Ti (VR) | RTX 2060 (RT) // AMD RX 480 (8GB) | RX 590 (VR) | 6700XT (RT) // Intel Arc A380 (VR/RT), 8 GB RAM, Windows 10 64-bit Version 21H1 or newer, Intel Core i3-2130 | Core i5-9600k (VR) or AMD FX 4300 | Ryzen 5 2600X (VR), 100 GB available space,2488620,"₩ 22,000",Codemasters,Electronic Arts,Racing,"31 May, 2024","['Racing', 'Sports', 'Driving', 'Multiplayer', 'Automobile Sim', 'VR', 'Simulation', 'Early Access', 'Singleplayer', 'Competitive', 'Realistic', 'Co-op', 'Casual', 'Online Co-Op', 'PvP', 'Character Customization', 'Great Soundtrack', 'eSports', 'Action']",Mostly Positive,5523,6,10,1
120,PICO PARK 2,1, 4 GB RAM," Windows 10, 64-bit / Windows 11, 64-bit", Intel Core i3, 1 GB available space,2644470,"₩ 9,900",TECOPARK,TECOPARK,Action,"12 Sep, 2024","['Casual', 'Action', 'Multiplayer', 'Psychological Horror', 'Platformer', 'Cute', 'Side Scroller', 'Online Co-Op', 'Pixel Graphics', 'Family Friendly', 'Funny', 'Local Multiplayer', 'Co-op', 'Retro', 'Local Co-Op', 'Horror', '2D']",Very Positive,1274,9,10,1
121,Factorio," DirectX 11 capable GPU with 1GB VRAM - GeForce GTX 750 Ti, Radeon R7 360 or Intel UHD Graphics 730", 8 GB RAM," Windows 11, 10", Quad core 3Ghz+, 5 GB available space,427520,Factorio Demo,Wube Software LTD.,Wube Software LTD.,Casual,"14 Aug, 2020","['Automation', 'Base Building', 'Resource Management', 'Sandbox', 'Crafting', 'Strategy', 'Multiplayer', 'Survival', 'Management', 'Open World', 'Building', 'Co-op', '2D', 'Moddable', 'Singleplayer', 'Trains', 'Simulation', 'Pixel Graphics', 'City Builder', 'Indie']",Overwhelmingly Positive,158336,10,10,1
122,The Binding of Isaac: Afterbirth+,1, 2 GB RAM, 7, i3, 500 MB available space,570660,"₩ 53,000","Nicalis, Inc.","Nicalis, Inc.",Action,"3 Jan, 2017","['Indie', 'Action Roguelike', 'Difficult', 'Replay Value', 'Adventure', 'Action', 'Pixel Graphics', 'Moddable', 'Roguelike', 'Singleplayer', 'Great Soundtrack', '2D', 'Dungeon Crawler', 'Local Co-Op', 'Dark', 'Gore', 'Roguelite', 'Atmospheric', 'Horror', 'Twin Stick Shooter']",Mostly Positive,6331,6,10,1
123,NBA 2K25, NVIDIA® GeForce® GTX 960 4 GB or AMD Radeon™ RX 570 4 GB or Intel® Arc™ A580, 8 GB RAM, Windows 10 64-Bit (latest update), Intel® Core™ i3-9100 or AMD Ryzen™ 3 1200, 150 GB available space,2878980,"₩ 94,900",Visual Concepts,2K,Simulation,"28 Oct, 2024","['Sports', 'Basketball', 'Simulation', 'eSports', '3D', 'Management', 'Immersive Sim', 'PvP', 'Character Customization', 'Controller', 'Team-Based', 'Deckbuilding', 'Trading', 'Co-op', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Singleplayer', '4 Player Local']",N/A,7829,6,10,1
124,Cult of the Lamb, GeForce GTX 560 Ti (1024 VRAM); Radeon HD 7750 (1024 VRAM), 4 GB RAM,1, Intel Core i3-3240 (2 * 3400); AMD FX-4300 (4 * 3800), 4 GB available space,1313140,"₩ 36,360",Massive Monster,Devolver Digital,Action,"11 Aug, 2022","['Base Building', 'Cute', 'Action Roguelike', 'Singleplayer', 'Character Customization', 'Dungeon Crawler', 'Roguelite', 'Dark Humor', 'Colony Sim', 'Building', '2D', 'Adventure', 'Action', 'Faith', 'Funny', 'Fantasy', 'Controller', 'Strategy', 'Colorful', 'Third Person']",Overwhelmingly Positive,79428,10,10,1
125,Kingdom Come: Deliverance," Nvidia GPU GeForce GTX 660, AMD GPU Radeon HD 7870", 8 GB RAM,1," Intel CPU Core i5-2500K 3.3GHz, AMD CPU Phenom II X4 940", 70 GB available space,379430,"₩ 7,950",Warhorse Studios,Warhorse Studios,Action,"13 Feb, 2018","['Medieval', 'RPG', 'Open World', 'Singleplayer', 'Realistic', 'Historical', 'Story Rich', 'First-Person', 'Adventure', 'Swordplay', 'Nudity', 'Action', 'Choices Matter', 'Choose Your Own Adventure', 'Atmospheric', 'Horses', 'Action RPG', 'Indie', 'Kickstarter', 'Crowdfunded']",Very Positive,106403,9,10,1
126,Don't Starve Together,1,1,1,1,1,322330,"₩ 313,930",Klei Entertainment,Klei Entertainment,Action,"21 Apr, 2016","['Survival', 'Open World Survival Craft', 'Multiplayer', 'Co-op', 'Open World', 'Adventure', 'Crafting', 'Online Co-Op', 'Sandbox', 'Difficult', 'Indie', '2D', 'Atmospheric', 'Funny', 'Survival Horror', 'Strategy', 'Horror', 'Singleplayer', 'Action', 'Roguelike']",Very Positive,323480,10,10,1
